Date,District,Header,Story,Source,Attack,Propaganda,Structural Discrimination,Material Damage,Reported status,year,type of incident,date_form
2016-10-22,Charlottenburg-Wilmersdorf,Homophobes Banner in Westend,"Am 22. Oktober 2016 zeigte der Hertha-BSC-Fanklub ""Harlekin Ultras"" im Olympiastadion ein 50 Meter breites Banner mit der Aufschrift ""Lieber eine Mutter als zwei Väter"" gegen Fans des Vereins 1. FC Köln.","Tagesspiegel 22.10.16, Morgenpost 22.10.16, Faszination Fankurve 22.10.16",,,,,,2016,,2016 Oct 22
2016-10-20,Tempelhof-Schöneberg,Transphober Übergriff in Schöneberg,"Am 20.10.16 fuhr eine 19-Jährige mit einem Zug der Linie U2 Richtung Bülowstraße. Gegen 0.45 Uhr wurde sie von drei unbekannten Männern zunächst wegen ihres Äußeren ausgelacht und beleidigt. Als die Betroffene die Männer daraufhin ansprach wurde sie von ihnen gestoßen, geschlagen und getreten. Am Bahnhof Bülowstraße angekommen, verließ die Betroffene den Zug und verlor dabei ihr Handy. Einer der Täter steckte das Handy ein und fuhr zusammen mit den anderen weiter Richtung Ruhleben.
Der Polizeiliche Staatsschutz beim Landeskriminalamt hat die Ermittlungen übernommen.",Pressemeldung der Polizei vom 20.10.2016,verbal,,,,,2016,verbal attack,2016 Oct 20
2016-10-19,Charlottenburg-Wilmersdorf,Veranstaltung der Jungen Alternativen in Charlottenburg,"Am 19. Oktober 2016 fand eine Veranstaltung der Jungen Alternativen Berlin im Café Bleibtreu in der Bleibtreustraße in Charlottenburg statt. Die „Junge Alternative“ ist die Jugendorganisation der Partei „Alternative für Deutschland“. Die „Junge Alternative Berlin“ vertritt in ihrem Grundsatzprogramm homophobe, transphobe, antifeministische, antikommunistische und nationalistische sowie wertkonservative Positionen. Sie weist teils personelle Überschneidungen mit der extrem rechten Identitären Bewegung Berlin-Brandenburg auf. Die Alternative für Deutschland (AfD) ist ein Sammelbecken unterschiedlicher Kräfte, in dieser befinden sich neben rechtspopulistischen und neurechten Personen und Positionen auch extreme rechte. Das Café Bleibtreu beendete das Treffen nach einer Stunde und erteilte Hausverbot.","Register CW, Facebook",,,,,,2016,,2016 Oct 19
2016-10-13,Friedrichshain-Kreuzberg,LGBTIQ*-feindliche Schmiererei am U-Bahnhof Möckernbrücke,"Am U-Bahnhof Möckernbrücke wurde eine LGBTIQ* feindliche Schmiererei an einer Wand angebracht. Zunächst hatte eine Person dort auf die Wand „Being Biploar, its awsome“ geschrieben. Eine weitere Person änderte den Spruch in „I hate being Bipolar“ ab. Eine weitere Person ersetze das Wort „Biploar“ durch das Wort „Faggot“.",Register Charlottenburg-Wilmersdorf,,,,yes,,2016,vandalism,2016 Oct 13
2016-10-11,Neukölln,Transphober Angriff in der Pannierstraße,"Am frühen Abend wurde eine Frau aus transphober Motivation von 5 Personen auf der Pannierstraße angegriffen. Die Angegriffene holte sich Unterstützung aus einer nahe gelegenen Bar. Gemeinsam mit ihren Unterstützer*innen gelang es der Frau, die angreifende Fünfer-Gruppe in die Flucht zu schlagen",Register Treptow-Köpenick,physical,,,,,2016,physical attack,2016 Oct 11
2016-10-09,Reinickendorf,Beleidigung einer Trans-Person,"Eine transgender Person fragte im Hallenbad im Märkischen Viertel an der Kasse nach nicht-geschlechtsspezifischen Umkleidekabinen und Toiletten. Der Angestellte wusste nichts über Transgender, so dass die Person ihn darüber aufklären musste. Daraufhin mischte sich ein wartender Badegast ein, der der fragenden Person auf sehr respektlose und grenzüberschreitende Weise, sagte, in welche Umkleidekabine er/sie zu gehen habe.",Fraktionsbüro Bündnis 90/Die Grünen,verbal,,,,,2016,verbal attack,2016 Oct 09
2016-10-06,Mitte,Homophober Angriff,Gegen 16.50 Uhr wird ein 33-jähriger Mann in der Gontardstraße von einem unbekannten Mann aus homophober Motivaion geschlagen.,ReachOut,physical,,,,,2016,physical attack,2016 Oct 06
2016-09-28,Charlottenburg-Wilmersdorf,Diebstahl von Material des politischen Gegners in Charlottenburg,"Am 28. September 2016 wurden im Büro des Allgemeinen Studierendenausschusses der Technischen Universität Berlin in der Straße des 17. Juni zahlreiche Informationsmaterialien über die Partei Alternative für Deutschland, zwei Pakete des lesbischschwulen Stadtmagazins ""Siegessäule"" sowie politische Flyer und Aufkleber, die gegen Rechts gerichtet waren, gestohlen.",Anlaufstelle AStA TU,,,,,,2016,,2016 Sep 28
2016-09-27,Mitte,Angriff auf Transperson,"Am Abend des 27. September haben drei Männer eine 33-jährige Transperson im so genannten ""Kleinen Tiergarten"" (Moabit) beleidigt, geschlagen und beraubt. Ein 17-Jähriger schlug der Transperson mehrfach mit der Faust ins Gesicht, so dass diese zu Boden fiel, und klaute ihr dann die Handtasche. Zeugen kamen dem Opfer zu Hilfe. Die Täter versuchten zu flüchten, dennoch gelang es den Passanten, einen der Täter festzunehmen.",https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.520906.php,physical,,,,,2016,physical attack,2016 Sep 27
2016-09-24,Mitte,Homophober Angriff gegen Pärchen,"Am 24. September gegen 2.00 Uhr morgens ging ein schwules Pärchen die Heinrich-Heine-Straße (Ortsteil Mitte) entlang. An der Kreuzung mit der Annenstraße begegneten sie einer dreiköpfigen Männergruppe. Um einem drohenden Konflikt auszuweichen, wechselte das Pärchen auf die andere Straßenseite. Daraufhin löste sich ein Mann aus der dreiköpfigen Gruppe, folgte dem Paar und schlug beiden ins Gesicht. Als eine weitere Passantin den beiden Männern zur Hilfe kam, flüchtete der Täter unerkannt. Die beiden Geschlagenen konnten nach einer ambulanten Behandlung das Krankenhaus verlassen. Nach Erkenntnissen der Polizei wurden die beiden Opfer aufgrund ihres homosexuellen Äußeren attackiert.",https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.520253.php,physical,,,,,2016,physical attack,2016 Sep 24
2016-09-17,Marzahn-Hellersdorf,Homophobe und rassistische Beleidigungen,In der Nossener Straße kommt es gegen 22:00 Uhr zu homophoben und rassistischen Beleidigungen.,Anonym / PfD,verbal,,,,,2016,verbal attack,2016 Sep 17
2016-09-16,Charlottenburg-Wilmersdorf,Neurechte Veranstaltung in Charlottenburg,"Am 16. September 2016 fand in der Bibliothek des Konservatismus in der Fasanenstraße in Charlottenburg eine Mobilisierungsveranstaltung für den christlich-fundamentalistischen, ultrakonservativen und rechtspopulistischen „Marsch für das Leben“, ein Aufmarsch gegen die Selbstbestimmung von Frauen* und für Heteronormativität, statt. Referentin B.. ist Organisatorin der „Demo für alle“, die Protest gegen den Bildungsplan in Baden-Württemberg war und die Gleichstellung von Homosexuellen ablehnt.",Register CW,,,,,,2016,,2016 Sep 16
2016-09-14,Mitte,Homophober Angriff ,Gegen 23.00 Uhr wird ein 56-jähriger Mann in der Straße des 17. Juni von einem unbekannten Mann aus homophober Motivation mit einem Messer an der Schulter verletzt.,ReachOut,physical,,,,,2016,physical attack,2016 Sep 14
2016-09-12,Mitte,Homophober Angriff,Ein 45-jähriger Mann wird gegen 01.40 Uhr in der Prinzenallee von einem 31-jährigen Mann homophob beleidigt und ins Gesicht geschlagen.,ReachOut,physical,,,,,2016,physical attack,2016 Sep 12
2016-09-11,Tempelhof-Schöneberg,Angriff aus homophober Motivation in Schöneberg,Ein 40- und ein 41-jähriger Mann werden gegen 23.15 Uhr in der Fuggerstraße aus homophober Motivation aus einem vorbeifahrenden Auto mit Eiern beworfen.,"Polizei Berlin, 27.02.2017",physical,,,,,2016,physical attack,2016 Sep 11
2016-09-10,Treptow-Köpenick,Extrem rechte Flyer in Alt-Treptow,"In Alt-Treptow wurden Flyer entdeckt, die mit völkischen und homophoben Äußerungen Alexander Freier angriffen.",Zentrum für Demokratie,physical,,,,,2016,physical attack,2016 Sep 10
2016-09-09,Marzahn-Hellersdorf,Homophobe Beleidigungen,Gegen 17:00 Uhr kam es auf einem Parkplatz in der Nähe des U-Bahnhofs Hönow zu homophoben Beleidigungen.,Anonym / PfD,verbal,,,,,2016,verbal attack,2016 Sep 09
2016-09-08,Treptow-Köpenick,AfD-Extra-Blatt in Baumschulenweg,"Am 08. August 2016 wurde die AfD-nahe Werbezeitung ""Extra-Blatt"" in der Sonnenallee in Baumschulenweg in Briefkästen verteilt, in dem u.a. rassistische und homophobe Forderungen gestellt werden. In einer Grafik heißt es ""Masseneinwanderung, Kriminalität, Rechtsstaatlichkeit: damit Deutschland nicht zerstört wird: Jetzt AfD wählen"". In einem Forderungskatalog wird Sexualaufklärungsunterricht an den Schulen als ""Frühsexualisierung"" diffamiert, was sich insbesondere gegen den Unterricht über Homo- und Bisexualität bezieht. Herausgeber der Zeitung ""Extra-Blatt"" ist der ""Verein zur Erhaltung der Rechtsstaatlichkeit und der bürgerlichen Freiheiten"", dessen Internetseite Michael P., ehemaliger Republikanerfunktionär und Journalist der Jungen Freiheit, (Stand: 1.9.16) betrieb.
Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.",Zentrum für Demokratie,,,,,,2016,,2016 Sep 08
2016-09-08,Neukölln,"Rassistische und homophobes ""Extra-Blatt"" erneut in Nordneukölln verteilt","In die Briefkästen diverser Nordneuköllner Haushalte (u. a. Wildenbruchstraße, Harzerstraße, Elsenstraße, Kiehlufer) wurde heute die Werbezeitung ""Extra-Blatt"" gesteckt. Die Zeitung rief zur Wahl der AfD auf und enthielt zahlreiche rassistische und homophobe Forderungen. Es wurde das Bild des kriminellen und potentiell terroristischen ""Ausländers"" und Geflüchteten gezeichnet. Die Zeitung behauptete, dass Geflüchtete aufgrund ihrer ""fremden Mentalität"", die dem ""kulturellen Mittelalter"" entstamme, nicht integrierbar seien und warf dieser Personengruppe pauschal ""Asylmissbrauch"" vor. In einem Forderungskatalog wurde außerdem Stellung gegen Homo- und Bisexualität bezogen, indem die Autor*innen Sexualaufklärungsunterricht an Schulen als ""Indoktrination"" und ""Frühsexualisierung"" mit dem Ziel der ""Auflösung der Familie"" diffamierten.
Herausgegeben wurde die Zeitung vom AfD-nahen ""Verein zur Erhaltung der Rechtsstaatlichkeit und der bürgerlichen Freiheiten"", dessen Internetseite Michael P., Republikanerfunktionär und Journalist der Jungen Freiheit, betreibt (Stand: 1.9.16). Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.","Register Pankow, BZ 02.09.16",,,,,,2016,,2016 Sep 08
2016-09-04,Neukölln,Homophobe Schmiererei in der Elsenstraße,"In der Elsenstraße wurde ""no homo!"" an eine Hauswand geschrieben.",Amaro Foro e. V.,,,,,,2016,,2016 Sep 04
2016-09-03,Tempelhof-Schöneberg,Homophobe Beleidigung in Schöneberg,"In der Nacht zum 03.09.16 wurde ein 29-jähriger Mann von einem 25-jährigen Mann homophob beleidigt. Der Betroffene wurde vor einem Lokal in der Motzstraße beschimpft, beleidigt und angespuckt. Der Täter wurde festgenommen und nach Feststellung seiner Personalien wieder entlassen. Der Polizeiliche Staatsschutz beim Landeskriminalamt ermittelt.",Pressemeldung der Polizei vom 03.09.2016,verbal,,,,,2016,verbal attack,2016 Sep 03
2016-09-02,Charlottenburg-Wilmersdorf,Transhass in Charlottenburg,"Am 2. September 2016 gegen 15:35 Uhr beleidigt der Fahrer eines weißen LKWs am Sophie-Charlotte-Platz, Ecke Kaiserdamm eine Transfrau als ""Sau"".",Register CW,verbal,,,,,2016,verbal attack,2016 Sep 02
2016-09-01,Marzahn-Hellersdorf,Rechte Zeitung in Kaulsdorf,"In Marzahn und Kaulsdorf wird die AfD-nahe Werbezeitung ""Extra-Blatt"" in Briefkästen entdeckt. In der Zeitung werden rassistische und homophobe Inhalte verbreitet, die sich gegen Geflüchtete und Zuwanderung und die Rechte von Homosexuellen richten.
„Herausgeber der Zeitung ""Extra-Blatt"" ist der ""Verein zur Erhaltung der Rechtsstaatlichkeit und der bürgerlichen Freiheiten"", dessen Internetseite Michael P., Republikanerfunktionär und Journalist der Jungen Freiheit, (Stand: 1.9.16) betrieb. Die Alternative für Deutschland (AfD) ist ein Sammelbecken unterschiedlicher Kräfte, in dieser befinden sich neben rechtspopulistischen und neurechten Personen und Positionen auch rechtsextreme.“ ( Quelle: Register Charlottenburg)",Zentrum für Demokratie Treptow-Köpenick / Register ASH / PfD,,,,,,2016,,2016 Sep 01
2016-08-31,Treptow-Köpenick,AfD-Extra-Blatt in der Altstadt Köpenick,"Am 31. August 2016 wurde die AfD-nahe Werbezeitung ""Extra-Blatt"" in der Altstadt Köpenick in Briefkästen verteilt, in dem u.a. rassistische und homophobe Forderungen gestellt werden. In einer Grafik heißt es ""Masseneinwanderung, Kriminalität, Rechtsstaatlichkeit: damit Deutschland nicht zerstört wird: Jetzt AfD wählen"". In einem Forderungskatalog wird Sexualaufklärungsunterricht an den Schulen als ""Frühsexualisierung"" diffamiert, was sich insbesondere gegen den Unterricht über Homo- und Bisexualität bezieht. Herausgeber der Zeitung ""Extra-Blatt"" ist der ""Verein zur Erhaltung der Rechtsstaatlichkeit und der bürgerlichen Freiheiten"", dessen Internetseite Michael P., ehemaliger Republikanerfunktionär und Journalist der Jungen Freiheit, (Stand: 1.9.16) betrieb.
Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.",Zentrum für Demokratie,,,,,,2016,,2016 Aug 31
2016-08-31,Neukölln,"Rassistische und homophobes ""Extra-Blatt"" in Neukölln verteilt","In die Briefkästen diverser Nordneuköllner Haushalte (u. a. Roseggerstraße, Stuttgarter Straße, Werrastraße) wurde heute die Werbezeitung ""Extra-Blatt"" gesteckt. Die Zeitung rief zur Wahl der AfD aufrief und enthielt zahlreiche rassistische und homophobe Forderungen. Es wurde das Bild des kriminellen und potentiell terroristischen ""Ausländers"" und Geflüchteten gezeichnet. Die Zeitung behauptete, dass Geflüchtete aufgrund ihrer ""fremden Mentalität"", die dem ""kulturellen Mittelalter"" entstamme, nicht integrierbar seien und warf dieser Personengruppe pauschal ""Asylmissbrauch"" vor.  In einem Forderungskatalog wurde außerdem Stellung gegen Homo- und Bisexualität bezogen, indem die Autor*innen Sexualaufklärungsunterricht an Schulen als ""Indoktrination"" und  ""Frühsexualisierung"" mit dem Ziel der ""Auflösung der Familie"" diffamierten.
Herausgegeben wurde die Zeitung vom AfD-nahen ""Verein zur Erhaltung der Rechtsstaatlichkeit und der bürgerlichen Freiheiten"", dessen Internetseite Michael P., Republikanerfunktionär und Journalist der Jungen Freiheit, betreibt (Stand: 1.9.16). Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.","Register Neukölln, BZ 02.09.16",,,,,,2016,,2016 Aug 31
2016-08-31,Pankow,Homophober Angriff im Prenzlauer Berg,Gegen 3.05 Uhr wird ein 25-jähriger und ein 27-jähriger Mann in der Eberswalder Straße von einem 23-jährigen homophob beleidigt . Anschließend werden die beiden Männer vom Täter geschlagen und getreten.,"Polizei Berlin, 27.02.2017",physical,,,,,2016,physical attack,2016 Aug 31
2016-08-30,Charlottenburg-Wilmersdorf,Extra-Blatt in Charlottenburg verteilt,"Am 30. August 2016 fand eine Bewohnerin des Klausenerplatz-Kiezes die AfD-nahe Werbezeitung ""Extra-Blatt"", in dem u.a. rassistische und homophobe Forderungen gestellt werden. In einer Grafik heißt es ""Masseneinwanderung, Kriminalität, Rechtsstaatlichkeit: damit Deutschland nicht zerstört wird: Jetzt AfD wählen"". In einem Forderungskatalog wird Sexualaufklärungsunterricht an den Schulen als ""Frühsexualisierung"" diffamiert, was sich insbesondere gegen den Unterricht über Homo- und Bisexualität bezieht. Herausgeber der Zeitung ""Extra-Blatt"" ist der ""Verein zur Erhaltung der Rechtsstaatlichkeit und der bürgerlichen Freiheiten"", dessen Internetseite Michael P.,  Republikanerfunktionär und Journalist der Jungen Freiheit, (Stand: 1.9.16) betrieb. Die Alternative für Deutschland (AfD) ist ein Sammelbecken unterschiedlicher Kräfte, in dieser befinden sich neben rechtspopulistischen und neurechten Personen und Positionen auch rechtsextreme.","Register CW, BZ 02.09.16",,,,,,2016,,2016 Aug 30
2016-08-30,Neukölln,Homophober Angriff,"Ein Mann wurde in Neukölln als ""Schwuchtel"" beschimpft und tätlich angegriffen. Die Veröffentlichung näherer Angaben ist vom Betroffenen nicht gewünscht.",Register Neukölln,physical,,,,,2016,physical attack,2016 Aug 30
2016-08-28,Mitte,Schwulenhetze im Tiergarten,"Am Sonntag, den 28. August, hatte ein unbekannter Mann gegen 0.20 Uhr mehrere Männer in einem Park zwischen Händelallee und Straße des 17. Juni zunächst mit homophoben Sprüchen beleidigt. Dann forderte er sie auf, den (nördlichen) Tiergarten zu verlassen, wobei er ihnen mit einer Taschenlampe ins Gesicht leuchtete, um sie zu blenden. Die Situation war gefährlich, weil der Täter die Männer mit einem Hammer bedrohte. Die alarmierte Polizei durchsuchte die Grünanlage erfolglos ab. Der Polizeiliche Staatsschutz hat die Ermittlungen übernommen. Erst zwei Tage zuvor, waren mehrere Homosexuelle Männer im Tiergarten von einem Unbekannten beleidigt worden.",https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.512250.php,verbal,,,,,2016,verbal attack,2016 Aug 28
